id,lat,long,misc
4800,-22.52055556,17.68805556,SUDOG                    
4801,30.91583333,-13.24833333,SULAM                    
4802,34.61972222,-10.15666667,SUNID                    
4803,-24.30166667,40,SUNIR                    
4804,13.91,32.3,SUVRI                    
4805,29.88333333,13.71666667,SWIRF                    
4806,29.25,-3.116388889,TABAL                    
4807,33.745,-5.266388889,TABIM                    
4808,15.51694444,33.58805556,TABKO                    
4809,-10.38694444,43.63972222,TABNO                    
4810,28.92611111,-13.97277778,TADEK                    
4811,-20.205,53.51472222,TADIT                    
4812,8.306111111,41.84638889,TADRA                    
4813,31,-1.362777778,TAGIG                    
4814,30.27194444,-9.861944444,TAGOG                    
4815,36.20222222,5,TAGRO                    
4816,24.36666667,14.57666667,TAJAR                    
4817,36.38333333,5.8525,TAJEN                    
4818,35.96666667,-9.371944444,TAKAV                    
4819,29.60694444,34.60638889,TAKSU                    
4820,6.9,10.33,TAKUM                    
4821,37.05944444,8.611388889,TALEL                    
4822,30.83027778,-6.686944444,TALOK                    
4823,-27.95833333,35.25833333,TALVA                    
4824,10.64,-0.025,TAMIL                    
4825,30.73666667,15.78166667,TAMIT                    
4826,4.891111111,2.794722222,TAMOK                    
4827,-20.005,54.62611111,TAMTA                    
4828,19.98333333,-11.17111111,TAMUL                    
4829,31,1.241666667,TAMUZ                    
4830,14.34777778,13.86805556,TANAD                    
4831,3.518888889,8.4975,TANAS                    
4832,-4.381944444,15.09472222,TANIS                    
4833,37.75416667,9.9475,TANIT                    
4834,33.49388889,11.5,TANLI                    
4835,12.1,-13.65,TANOS                    
4836,13.98222222,10.66888889,TAPAK                    
4837,-18.3875,47.56888889,TAPAL                    
4838,2.602777778,11.95138889,TAPEK                    
4839,-18.51444444,59.37916667,TAPER                    
4840,-1.799166667,10.4525,TAPIL                    
4841,3.525833333,11.51888889,TAPOS                    
4842,5.902222222,33.33388889,TAPOS                    
4843,-11.62305556,42.85583333,TAPOT                    
4844,19.46083333,-8.455277778,TAPUS                    
4845,9.238333333,18.54611111,TAPUT                    
4846,26,9.069444444,TARAT                    
4847,4.359166667,9.95,TAREK                    
4848,-0.5077777778,29.56166667,TAREM                    
4849,13.31333333,-0.008333333333,TAREN                    
4850,36.405,-1.137777778,TARIK                    
4851,15.17333333,-29.54166667,TARIM                    
4852,-5.711666667,21.65166667,TAROK                    
4853,11.465,-19.66666667,TAROT                    
4854,11.47527778,7.037777778,TARUS                    
4855,10.93305556,-13.29805556,TASAN                    
4856,4.005,-29.99,TASIL                    
4857,-3.620277778,11.30777778,TASIN                    
4858,5.58,15.65833333,TASOM                    
4859,9.529722222,1.081111111,TASUB                    
4860,11,2.273333333,TATAT                    
4861,12.89,41.57333333,TATGU                    
4862,13.4125,25.06027778,TATGU                    
4863,1.720555556,27.0725,TATOP                    
4864,-18.74194444,70,TAUTOG                   
4865,5.332777778,-3.518333333,TAVAL                    
4866,-21.01666667,21,TAVAS                    
4867,18.14333333,-1.431666667,TAVIL                    
4868,-22.62333333,28.29333333,TAVLA                    
4869,17.80222222,28.66055556,TAVNA                    
4870,13.08305556,-2.669166667,TAVOT                    
4871,31.87166667,13.29333333,TAWUS                    
4872,7.044166667,4.361944444,TAXEM                    
4873,25.93944444,11.905,TAZIT                    
4874,-1.328333333,33.77388889,TEBLU                    
4875,7.027222222,-8.793333333,TEBNA                    
4876,-4.098333333,55.55944444,TEDDY                    
4877,5.18,6.594444444,TEDPI                    
4878,33.12944444,10.58277778,TEGBI                    
4879,8.176666667,4.931666667,TEGDA                    
4880,30.03916667,-9.738333333,TEKNA                    
4881,4,18.73666667,TEKTI                    
4882,7.816666667,-11.9,TEKTO                    
4883,36.64611111,8.926944444,TELGA                    
4884,5.486666667,-1.706666667,TEMBI                    
4885,-0.1405555556,9.066111111,TEMKI                    
4886,6.82,2.745,TEMSA                    
4887,35.61638889,9.589166667,TEMVA                    
4888,28.04833333,-15.93583333,TENAR                    
4889,28.53333333,-13.64055556,TENDA                    
4890,-8.378333333,25.64833333,TENKA                    
4891,21.36166667,-21.97333333,TENPA                    
4892,14.70972222,-9.5775,TENPO                    
4893,-1.5,6.583333333,TENTA                    
4894,9.066666667,2.933055556,TENTU                    
4895,-14.13611111,70,TEPAN                    
4896,11.46722222,9.534444444,TEPLU                    
4897,15.15166667,31.825,TERAB                    
4898,34,22.4675,TERAM                    
4899,20.73861111,1.824444444,TERAS                    
4900,-4.798333333,6.583333333,TERBA                    
4901,5.769166667,10.32361111,TERBI                    
4902,28.19027778,-16.12944444,TERFE                    
4903,6.524722222,-1.543888889,TERGO                    
4904,11.08305556,-9.918888889,TERNA                    
4905,37.21666667,1.5,TERSA                    
4906,3.461388889,1.191666667,TERTA                    
4907,30.10416667,-12.71722222,TERTO                    
4908,28.48805556,-16.83305556,TESEL                    
4909,2.383611111,-4.881111111,TESKI                    
4910,6.622777778,-0.3291666667,TESMO                    
4911,15.34833333,37.17833333,TESON                    
4912,-24.45722222,25.19722222,TESOS                    
4913,15.11666667,40.28333333,TESOT                    
4914,20.25694444,0.9713888889,TESTI                    
4915,-26.92805556,15.16111111,TESUM                    
4916,-27.96222222,29.18444444,TESUN                    
4917,-26.66055556,31.68722222,TETAK                    
4918,-19.87388889,25.7775,TETAM                    
4919,-8.285,15.03972222,TETAM                    
4920,-33.66333333,19.41611111,TETAN                    
4921,-14.71722222,34.34444444,TETEM                    
4922,-25.03833333,32.01,TETEN                    
4923,6.531666667,4.605833333,TETGA                    
4924,-26.57055556,29.64027778,TETIK                    
4925,-4.424166667,55.95611111,TETIX                    
4926,11.49555556,5.989166667,TETLO                    
4927,-25.48666667,40,TETRO                    
4928,-22.69583333,17.32472222,TETUR                    
4929,-25.52611111,25.63888889,TETUS                    
4930,-6,10.41666667,TETUX                    
4931,5.545555556,5.32,TETVI                    
4932,-24.74166667,32.00166667,TEVAP                    
4933,-27.20583333,27.30916667,TEVAR                    
4934,-14.37166667,32.05833333,TEVAS                    
4935,4.176944444,34.45277778,TEVEN                    
4936,-0.7005555556,37.53361111,TEVIN                    
4937,13.61083333,4.716944444,TEVMA                    
4938,-1.771944444,36.78333333,TEVOX                    
4939,6.631944444,6.456944444,TEVPO                    
4940,12.76638889,38.68277778,TEVUG                    
4941,-30.53416667,16.93861111,TEXAB                    
4942,-0.1275,35.03555556,TEXAV                    
4943,-32.8025,26.25472222,TEXER                    
4944,-20.42527778,24.93527778,TEXES                    
4945,4.167222222,34.12055556,TEXIN                    
4946,-26.2175,25.50694444,TEXIP                    
4947,-33.26555556,20.38222222,TEXIS                    
4948,14.03972222,38.895,TEXOK                    
4949,13.50527778,38.4025,TEXOL                    
4950,-20.31166667,36.08,TEXOM                    
4951,-25.17388889,28.01111111,TEXON                    
4952,-3.311388889,40.11833333,TEXUM                    
4953,37.65055556,3.1725,TEZIL                    
4954,28.57222222,-15.51777778,THAIS                    
4955,0.2633333333,35.01638889,TIBAB                    
4956,-11.72638889,16.21361111,TIBAD                    
4957,-18.485,55.55472222,TIBAG                    
4958,-12.73333333,32.99027778,TIBAK                    
4959,-1.350833333,36.37388889,TIBET                    
4960,10.66277778,9.712777778,TIBGO                    
4961,-1.453055556,37.86388889,TIBIN                    
4962,11.77166667,40.73333333,TIBIT                    
4963,-1.951111111,29.26555556,TIBKA                    
4964,-20.14833333,23.26916667,TIBOM                    
4965,11.47194444,38.53694444,TIBOR                    
4966,-1.011388889,35.98472222,TIDAK                    
4967,-18.13694444,44.98277778,TIDAL                    
4968,-31.50944444,28.07027778,TIDAX                    
4969,11.50083333,37.83805556,TIDEX                    
4970,8.556666667,42.63666667,TIDIS                    
4971,31.99472222,-6.229722222,TIDLO                    
4972,-15.96166667,54.52444444,TIDOB                    
4973,-24.04055556,23.95222222,TIDOT                    
4974,26,7.707777778,TIDOU                    
4975,-24.40416667,29.83638889,TIDUP                    
4976,28.5,4.474166667,TIFOU                    
4977,-17.47,24.36666667,TIGEL                    
4978,-0.8638888889,38.27166667,TIGEM                    
4979,13.17083333,38.84527778,TIGEN                    
4980,-8.837222222,11.86888889,TIGIM                    
4981,-0.8638888889,38.27166667,TIGEM                    
4982,-19.4725,50.06361111,TIGUR                    
4983,-17.45083333,50.96944444,TIGUS                    
4984,-22.26166667,16.91833333,TIGUT                    
4985,26,8.879722222,TIHET                    
4986,-14.65833333,46.27805556,TIKAN                    
4987,-9.08,31.96527778,TIKAN                    
4988,-16.02111111,49.17027778,TIKAP                    
4989,-8,49.46416667,TIKAR                    
4990,12.27861111,37.695,TIKAR                    
4991,12.405,35.63666667,TIKAT                    
4992,-13.62638889,50.55277778,TIKEL                    
4993,-15.51194444,46.17361111,MAHAJANGA                
4994,-18.79166667,16.45472222,TIKEM                    
4995,-32.40055556,26.17111111,TIKER                    
4996,-27.01666667,22.40416667,TIKIG                    
4997,-16.815,33.86833333,TIKIK                    
4998,-31.25611111,23.53388889,TIKIL                    
4999,12.65361111,37.69861111,TIKOD                    
5000,-17.63833333,25.085,TIKOK                    
5001,29.90555556,-9.344444444,TIKVO                    
5002,30.41333333,16.35,TILAL                    
5003,-5.510555556,12.51611111,TILAP                    
5004,-31.68361111,29.03611111,TILET                    
5005,-25.78111111,30.77777778,TILIR                    
5006,26.99416667,8.843333333,TILMA                    
5007,-4.681666667,56.0225,TILOM                    
5008,-18.35833333,25.21166667,TILOP                    
5009,13.68777778,37.99722222,TILUD                    
5010,-21.15694444,16.95805556,TIMAB                    
5011,11.91666667,46.58333333,TIMAD                    
5012,14.08694444,38.26555556,TIMAG                    
5013,-5.333333333,10,TIMAK                    
5014,-15.39,29.29333333,TIMAX                    
5015,-20.31333333,21,TIMED                    
5016,17.865,-13.79361111,TIMOX                    
5017,36.255,10.71583333,TIMSO                    
5018,34.12777778,10.37083333,TINAP                    
5019,6.96,-14.72,TINIS                    
5020,0.4533333333,25.37805556,TINOB                    
5021,21.41,3,TINVI                    
5022,15.59666667,-12.23583333,TIPAD                    
5023,14.48416667,20.80111111,TIPEM                    
5024,35.68777778,11.26611111,TIRBO                    
5025,28.69472222,-15.19694444,TIRMA                    
5026,24.18444444,-6.154444444,TISEN                    
5027,11.18583333,7.882777778,TISIL                    
5028,30.16,1.291944444,TISIR                    
5029,11.95305556,8.344166667,TISOK                    
5030,36.6525,9.381388889,TISRI                    
5031,7.2825,23.17694444,TITAS                    
5032,13,-18,TITOR                    
5033,-4.891666667,23.675,TIVAD                    
5034,2.723611111,-9.191666667,TIVAK                    
5035,-1.828333333,14.90583333,TIVAL                    
5036,32.25888889,-7.265555556,TIXAL                    
5037,6.356666667,7.378611111,TIXOL                    
5038,12.36416667,-1.9375,TIXOT                    
5039,7.33,13.54805556,N'GAOUNDERE              
5040,-16.16166667,28.45333333,TMA                      
5041,12.45166667,-9.296666667,TMA                      
5042,-21.11666667,52.83333333,TMA01                    
5043,-20.42333333,34.29666667,TMA01                    
5044,-12.99722222,34.02083333,TMA01                    
5045,-15.51666667,27.68333333,TMA BDRY                 
5046,-14.09222222,33.62527778,TMA02                    
5047,-12.67222222,32.50083333,TMA BDRY                 
5048,-13.15333333,34.335,TMA03                    
5049,-14.04,32.14166667,TMA BDRY                 
5050,-13.055,29.51833333,TMA BDRY                 
5051,-14.87666667,46.99333333,TMA05                    
5052,-13.1975,31.075,TMA BDRY                 
5053,-17.495,48.57833333,TMA06                    
5054,-12.40472222,32.32361111,TMA BDRY                 
5055,-16.30166667,47.09166667,TMA07                    
5056,-14.31611111,27.71388889,TMA BDRY                 
5057,-14.71333333,45.98833333,TMA08                    
5058,-17.14333333,49.17166667,TMA09                    
5059,5.316666667,-0.65,TMA1                     
5060,10.25,8.25,TMA1                     
5061,-12.83333333,27.8,TMA1                     
5062,-14.41666667,39.28333333,TMA-1                    
5063,4.318333333,19.63333333,TMA1                     
5064,0.7,31.5,TMA-1                    
5065,-15.97333333,27.14166667,TMA BDRY                 
5066,-17.135,49.58166667,TMA10                    
5067,-16.35944444,27.92972222,TMA BDRY                 
5068,-20.62833333,45.69666667,TMA12                    
5069,-21.30166667,47.29,TMA13                    
5070,-17.12,49.375,TMA14                    
5071,7.001666667,13.17,TMA-2                    
5072,-14.41666667,39.43333333,TMA-2                    
5073,6.89,13.305,TMA-3                    
5074,-15.18333333,38.61666667,TMA-3                    
5075,6.85,13.68833333,TMA-4                    
5076,1.083333333,32,TMA-4                    
5077,7.05,13.96833333,TMA-5                    
5078,32.355,14,TMA E                    
5079,2.833333333,23.28666667,TMAK1                    
5080,0.1033333333,19.11333333,TMAM1                    
5081,26.43,16.34833333,TMISA                    
5082,4.176666667,15.33166667,TOBAB                    
5083,-12.35333333,28.12666667,TOBAN                    
5084,-2.21,19.87166667,TOBAR                    
5085,14.03027778,-9.9975,TOBAS                    
5086,4,5.195555556,TOBAT                    
5087,37.40222222,10.05916667,TOBIB                    
5088,11.46277778,-13.96694444,TOBOV                    
5089,21.93444444,9.299444444,TOBUK                    
5090,32.6475,-5.831666667,TOBZA                    
5091,4.873333333,3.986666667,TOD                      
5092,31.61194444,-9.626388889,TODBA                    
5093,31.30833333,-6.676944444,TOGMA                    
5094,18.10666667,37.80333333,TOKAR                    
5095,30.55305556,11.19555556,TOKDA                    
5096,34.8,6.652222222,TOLGA                    
5097,-6.978611111,68.91833333,TOLID                    
5098,34.60055556,-7.015,TOLSI                    
5099,27.5475,-15.55305556,TOMOS                    
5100,20.73638889,36.33055556,TOMRU                    
5101,21.58833333,19.85333333,TONBA                    
5102,-26.12333333,32.105,TONKA                    
5103,22.57944444,28.72027778,TONTU                    
5104,-6.368333333,63.19083333,TOPAN                    
5105,-19.525,65,TOPE                     
5106,-19.86666667,53.675,TOPLI                    
5107,30.58083333,-8.381666667,RUTAL                    
5108,33.92944444,8.360555556,TORDI                    
5109,37.65277778,9.552777778,TORPI                    
5110,38.29777778,5,TOSFA                    
5111,28.45722222,-13.67777778,TOSPU                    
5112,26.01416667,14.995,TOTOD                    
5113,33.525,8.673333333,TOUBA                    
5114,17.9325,30.74416667,TOVIL                    
5115,31.75388889,-11.2775,TOVRA                    
5116,32.66277778,13.11833333,TRIPOLI                  
5117,34.18194444,11.11416667,TRIFA                    
5118,-12.5,52.20555556,TSARA                    
5119,23.76388889,32.53194444,TUBAX                    
5120,25,12.66888889,TUBET                    
5121,-30.03361111,30.29833333,TUBIN                    
5122,26.68722222,30.02444444,TUDSI                    
5123,26.54722222,13.34305556,TUKAB                    
5124,1.309444444,43.58083333,TULAP                    
5125,24.34027778,32.80694444,TULBA                    
5126,33.37777778,15.27027778,TULIR                    
5127,25.36916667,26.37388889,TULOP                    
5128,27.10694444,15.65805556,TUMED                    
5129,12.13916667,8.686666667,TUMIX                    
5130,22,14.67166667,TUMMO                    
5131,11,-1.978333333,TUMUT                    
5132,33.41333333,18.37,TUNAR                    
5133,-9.295,32.75166667,TUNDA                    
5134,-10.85555556,27.36444444,TUNOD                    
5135,27.89083333,-14.74555556,TUPIK                    
5136,-3.985,29.3,TUPIR                    
5137,-18.09277778,19.56555556,TUPPY                    
5138,-0.7591666667,8.005277778,TUREX                    
5139,4.571666667,-12.165,TUROT                    
5140,8.645,0.006666666667,TURUT                    
5141,6.276666667,-3.183333333,TUSEK                    
5142,-3.801666667,15.91972222,TUSOM                    
5143,34.49722222,-6.331666667,TUSOR                    
5144,2.643333333,19.49166667,TUSOX                    
5145,19.91305556,-17.10861111,TUSUR                    
5146,17.92888889,-16.08583333,TUTAN                    
5147,5.081388889,-3.999722222,TUTEL                    
5148,5.639166667,6.01,TUTIK                    
5149,-10.25583333,14.68944444,TUTIM                    
5150,18.04777778,-15.89416667,TUVAT                    
5151,28.67527778,-13.85638889,TUVIL                    
5152,29.13055556,-13.48583333,TUXAM                    
5153,10.00638889,-5.124722222,TUXID                    
5154,6.921388889,6.429444444,TUXIN                    
5155,6.120277778,6.919444444,TUXOR                    
5156,25.05027778,10.03333333,TWARG                    
5157,-15.19388889,34.14972222,TZ63                     
5158,-14.92388889,13.59777778,LUBANGO                  
5159,2.131111111,10.96666667,UBADO                    
5160,-4.047222222,15.22916667,UBALA                    
5161,-0.7141666667,7.4875,UBALO                    
5162,14.75361111,-12.43472222,UBATA                    
5163,11.74694444,-9.022777778,UBATI                    
5164,6.071388889,2.189444444,UBEBI                    
5165,9.186666667,6.456388889,UBEMO                    
5166,-4.062222222,15.24444444,UBERO                    
5167,6.198055556,4.823888889,UBERU                    
5168,1.913055556,32.08444444,UBETI                    
5169,13.74361111,4.747222222,UBEVA                    
5170,1.49,21.295,UBIDA                    
5171,-18.91888889,47.73083333,UBILA                    
5172,-4.234722222,9.975833333,UBISA                    
5173,4.238055556,6.683055556,UBIXO                    
5174,-3.765833333,11.07305556,UBOLI                    
5175,4.946666667,7.189444444,UBOPI                    
5176,-13.12833333,30.18666667,UBTEL                    
5177,-21.91527778,24.84527778,UBTEN                    
5178,12.13722222,49.93638889,UBTEN                    
5179,-8.434166667,33.43611111,UBTER                    
5180,11.91305556,37.67638889,UBTIK                    
5181,-15.585,32.98666667,UBTIM                    
5182,9.34,37.10083333,UBTOD                    
5183,-20.30527778,24.44583333,UBTOV                    
5184,-2.446666667,32.71166667,UBTUG                    
5185,2.314444444,-9.731944444,UBUBI                    
5186,1.158333333,-8.531666667,UBUGO                    
5187,7.195,-8.18,UBUTU                    
5188,3.478888889,6.5875,UBUXU                    
5189,-9.053888889,33.07388889,UBVAB                    
5190,-25.42083333,25.09305556,UBVEM                    
5191,-27.9225,14.29444444,UBVER                    
5192,12.70833333,9.240277778,UDABO                    
5193,7.405,4.0325,UDANI                    
5194,-10.16694444,13.02833333,UDANO                    
5195,8.311666667,3.433055556,UDARU                    
5196,26.19777778,-16.78638889,UDATI                    
5197,5.7275,6.184722222,UDAXA                    
5198,-19.98333333,27.16083333,UDBAR                    
5199,-24.49138889,33.37444444,UDBAT                    
5200,13.04944444,38.57555556,UDBET                    
5201,-22.0625,33.02694444,UDBON                    
5202,-25.20083333,26.46666667,UDBUL                    
5203,10.92527778,-18.86361111,UDEBO                    
5204,-4.466666667,27.655,UDEKU                    
5205,-13.74972222,27.38277778,UDGAS                    
5206,-21.205,35.14,UDKAT                    
5207,-10.2925,11.935,UDKEB                    
5208,-20.08,27.18611111,UDKOL                    
5209,12.105,37.60027778,UDKON                    
5210,-1.385555556,34.91138889,UDKOR                    
5211,8.636666667,42.31833333,UDLAX                    
5212,-0.9641666667,55.46388889,UDLET                    
5213,-27.73055556,20.81305556,UDLON                    
5214,-12.37,29.23166667,UDLOP                    
5215,-2.155,30.03583333,UDLOP                    
5216,-25.27277778,23.38694444,UDLUM                    
5217,-3.702222222,30.41722222,UDMAM                    
5218,-18.09388889,58.63277778,UDMED                    
5219,-15.05888889,6.938333333,UDMON                    
5220,-23.88611111,26.02416667,UDMOT                    
5221,13.67472222,38.09805556,UDMUL                    
5222,-14.49666667,39.63166667,UDNAM                    
5223,-34.05305556,23.07305556,UDNEG                    
5224,2.556388889,46.13138889,UDNEK                    
5225,-3.498055556,37.49333333,UDNIG                    
5226,-3.605833333,37.12194444,UDNIX                    
5227,-11.56527778,23.94916667,UDNOR                    
5228,-9.085555556,32.10305556,UDNOT                    
5229,-0.08222222222,37.03194444,UDPAM                    
5230,-8.602222222,33.67444444,UDPEM                    
5231,-13.57833333,32.26666667,UDPIX                    
5232,-25.02138889,17.88638889,UDPOB                    
5233,5.595555556,-3.686388889,UDRAS                    
5234,-3.825277778,16.59888889,UDRID                    
5235,5.598333333,6.555,UDVEV                    
5236,4.285,22.03333333,UELE                     
5237,16.28666667,-21.67,UGAMA                    
5238,1.435,21.51666667,UGBEL                    
5239,10.14194444,6.120555556,UGBUS                    
5240,6.206944444,6.497222222,UGDUP                    
5241,-4.466666667,23.44333333,UGDUS                    
5242,10.87194444,8.366111111,UGLOG                    
5243,5.064444444,6.416944444,UGNES                    
5244,4.058888889,6.866666667,UGPAB                    
5245,33.08,12.75138889,UKSAG                    
5246,3.443333333,6.808055556,ULGES                    
5247,4.513611111,6.910277778,ULKAG                    
5248,8.595,3.246111111,ULKUK                    
5249,34,-1.978611111,ULMAM                    
5250,6.829444444,3.645555556,ULNED                    
5251,17.10722222,-15.66916667,ULNOT                    
5252,4.998888889,8.257777778,ULNUM                    
5253,23.69583333,32.61138889,ULOLA                    
5254,17.42666667,38.97833333,ULONI                    
5255,25.16722222,-7.769166667,ULPAK                    
5256,4.993611111,7.120277778,ULPOV                    
5257,5.4,7.121388889,ULRIV                    
5258,1.103333333,25.89805556,ULRUG                    
5259,5.945555556,2.504722222,ULSAM                    
5260,7.501666667,7.596666667,ULSIX                    
5261,1.006388889,10.62583333,ULTIM                    
5262,13.48,10.10333333,ULVAB                    
5263,-4.225555556,16.71944444,ULVAS                    
5264,18.85416667,31.28444444,UMIDA                    
5265,23.81666667,34.16833333,UMINI                    
5266,-2.765833333,26.63416667,UMOMU                    
5267,8,15.43222222,UMOSA                    
5268,28.63388889,-13.42,UMOTO                    
5269,11,-0.895,UMOVO                    
5270,0.5077777778,24.83944444,UMPET                    
5271,-10.56,34.63583333,UMTAP                    
5272,-26.29333333,32.445,UMTIM                    
5273,-3.390833333,36.68777778,UMTOD                    
5274,11.4375,38.83361111,UMTOK                    
5275,-8.733888889,33.26861111,UMTOX                    
5276,6.893611111,4.399166667,UMUNA                    
5277,-9.02,33.525,UMVAR                    
5278,-2.266388889,32.80027778,UMVEN                    
5279,-24.93194444,31.065,UMVET                    
5280,16.25,-9.510833333,UNADO                    
5281,20.4025,-6.214166667,UNAGA                    
5282,-4.387777778,55.11027778,UNBED                    
5283,-24.38333333,24.66666667,UNBIS                    
5284,0.5377777778,32.34583333,UNBOL                    
5285,-31.025,30.38694444,UNDAV                    
5286,-22.72805556,17.27194444,UNDID                    
5287,-25.44638889,29.20444444,UNDIT                    
5288,12.86333333,38.16027778,UNDIX                    
5289,-17.87666667,15.94916667,UNDON                    
5290,-7.068611111,16.98638889,UNDOP                    
5291,-8.446666667,14.53277778,UNDOS                    
5292,-26.54166667,15.38888889,UNDUN                    
5293,4,-8.914722222,UNEMA                    
5294,12.34027778,13.09833333,UNETU                    
5295,0.6883333333,24.53305556,UNEVA                    
5296,-2.1525,36.10055556,UNGAN                    
5297,-2.1775,25.78027778,UNGAX                    
5298,-26.90777778,25.45722222,UNGEK                    
5299,-34.19194444,23.47,UNGOR                    
5300,-28.37361111,18.40277778,UNGOS                    
5301,11.55166667,37.81805556,UNGOT                    
5302,-5.37,23.94833333,UNIRI                    
5303,-30.33638889,27.62055556,UNKAM                    
5304,12.11388889,41.00583333,UNKEG                    
5305,-21.59833333,37.16,UNKER                    
5306,12.13833333,39.63916667,UNKID                    
5307,-20.24111111,52.93444444,UNKIK                    
5308,-1.2925,34.23972222,UNLEN                    
5309,-17.39166667,16.85222222,UNLOK                    
5310,-19.50555556,25.30888889,UNLUV                    
5311,14.48,-24.05472222,UNOSU                    
5312,15.84916667,0.2930555556,UNOTA                    
5313,-0.8225,45.45861111,UNPAR                    
5314,-25.11194444,32.0325,UNPAT                    
5315,-24.84833333,31.0625,UNPAX                    
5316,-25.11194444,32.0325,UNPEN                    
5317,-24.18166667,15.04138889,UNPIN                    
5318,13.2875,38.83055556,UNPOK                    
5319,-28.36361111,26.01916667,UNRAG                    
5320,9.228611111,58.07638889,UNRED                    
5321,-33.87861111,20.98222222,UNRES                    
5322,12.68111111,9.540277778,UNUTO                    
5323,3.123333333,20.245,UNUTU                    
5324,3.386666667,19.94666667,UPABO                    
5325,-1.32,21.69166667,UPARA                    
5326,7.444444444,23.66472222,UPAVO                    
5327,-15.92333333,27.815,UPDOR                    
5328,-37.61916667,65,UPNEK                    
5329,-41.835,65,UPTOM                    
5330,0.56,25.61861111,UPUVA                    
5331,4.738333333,4.395,UR603                    
5332,-9.858333333,-3.893333333,URAPI                    
5333,33.54444444,-5.543055556,UROLU                    
5334,26.89444444,-17.03972222,URQUI                    
5335,9.5125,-7.355,USDIS                    
5336,13.09222222,4.665555556,USDOP                    
5337,9.421944444,-5.344722222,USDOT                    
5338,-11.00638889,27.21583333,USDUP                    
5339,-18.46333333,-6.12,USENA                    
5340,0.7066666667,35.24888889,USERO                    
5341,8.020555556,4.087777778,USGUN                    
5342,2.222222222,17.70916667,USKAV                    
5343,9.524444444,8.216944444,USKIP                    
5344,11.89777778,4.239166667,USLAR                    
5345,9.413888889,15.78611111,USLOV                    
5346,12.99888889,5.841666667,USLUP                    
5347,-0.5508333333,16.66194444,USMAK                    
5348,13.12333333,6.816666667,UGBOX                    
5349,7.499166667,5.414722222,USNEP                    
5350,23.06666667,-20.83611111,USOTI                    
5351,14.39833333,14.3425,USPOK                    
5352,13.04194444,5.305833333,USPOX                    
5353,7.045,3.516388889,USRAB                    
5354,23.66666667,-2.733333333,USRUT                    
5355,17.04555556,8.206944444,USTAV                    
5356,9.127777778,7.451666667,USTEB                    
5357,3.675,11.45111111,USTER                    
5358,12.91638889,6.844722222,USTIG                    
5359,9.316388889,34.35361111,USUBA                    
5360,-16.50333333,32.53333333,USUBI                    
5361,-4.481388889,32.94555556,USUBU                    
5362,-13.54861111,34.01861111,USUGU                    
5363,4.466111111,33.98527778,USUKA                    
5364,-1.992222222,40.78222222,USUKU                    
5365,-25.285,33.97333333,USUMO                    
5366,-31.74694444,28.8425,USUNI                    
5367,-23.485,20,USUNO                    
5368,12.04527778,36.39916667,USUNO                    
5369,-0.1461111111,37.00305556,USUSA                    
5370,-16.29833333,48.63833333,UTA03                    
5371,-21.30833333,47.39666667,UTA06                    
5372,-16.285,47.09166667,UTA07                    
5373,-0.05,38.05,UTA-2                    
5374,-17.21666667,25.2,UTA21                    
5375,-3.389722222,40.23638889,UTADA                    
5376,-21.72722222,21.00861111,UTADI                    
5377,0.5622222222,15.60722222,UTAKA                    
5378,-0.1819444444,34.54972222,UTAKO                    
5379,-11.41666667,33.62777778,UTALA                    
5380,-4.24,55.77361111,UTALI                    
5381,-14.14305556,33.7875,UTALO                    
5382,-27.22944444,21.00944444,UTANI                    
5383,0.5983333333,43.98333333,UTANI                    
5384,4.72,40.73861111,UTANO                    
5385,-14.5175,33.35138889,UTASI                    
5386,-20.835,22.80944444,UTASU                    
5387,-2.685555556,37.0425,UTATA                    
5388,-26.95277778,27.03722222,UTEBA                    
5389,13.25166667,38.7,UTEDU                    
5390,-2.468888889,32.71972222,UTEGI                    
5391,-13.15388889,34.33416667,UTEGO                    
5392,-14.10972222,33.675,UTELO                    
5393,-34.11166667,22.06666667,UTELU                    
5394,13.5,38.13,UTEMA                    
5395,-9.296666667,32.75222222,UTEMA                    
5396,-2.036111111,37.35111111,UTEPI                    
5397,-28.53722222,23.70222222,UTERI                    
5398,-0.08944444444,34.90805556,UTETU                    
5399,-3.43,40.04027778,UTEVI                    
5400,9.038888889,38.51694444,UTIBU                    
5401,-23.82972222,28.61888889,UTIGU                    
5402,-13.47666667,33.83333333,UTIKI                    
5403,-3.493055556,38.85555556,UTIKU                    
5404,-30.71111111,30.25166667,UTIMO                    
5405,-24.36916667,26.06333333,UTIMO                    
5406,-11.16833333,34.48888889,UTINA                    
5407,-1.373055556,35.39555556,UTINI                    
5408,-34.14083333,18.80083333,UTIRO                    
5409,-17.93833333,57.34277778,UTIVA                    
5410,-7.994166667,15.05611111,UTIVO                    
5411,-14.10138889,33.98444444,UTOBU                    
5412,-1.397777778,35.1975,UTODA                    
5413,-12.99888889,34.02111111,UTOKO                    
5414,-13.69305556,32.95833333,UTOLA                    
5415,5.039166667,35.24388889,UTOLI                    
5416,-0.1022222222,34.69833333,UTOLO                    
5417,-23.52027778,33.49916667,UTONI                    
5418,-28.87111111,26.80972222,UTONU                    
5419,-1.4475,51,UTOPA                    
5420,-3.462777778,37.32138889,UTOPI                    
5421,0.01666666667,37.11083333,UTOSA                    
